param-n pattern-regression-linear-real pattern-regression-linear-sys pattern-regression-linear-user
85 0.002 0. 0.002
86 0.001 0. 0.001
87 0.004 0. 0.004
88 0.001 0. 0.001
89 0.002 0. 0.002
90 0.002 0. 0.002
91 0.001 0. 0.001
92 0.002 0. 0.002
93 0.001 0. 0.001
94 0.001 0. 0.001
95 0.003 0. 0.003
96 0.002 0. 0.002
97 0.002 0. 0.002
98 0.002 0. 0.
99 0.002 0. 0.005
100 0.002 0. 0.002
101 0.002 0. 0.001
102 0.002 0. 0.002
103 0.002 0. 0.002
104 0.002 0. 0.002
105 0.002 0. 0.002
106 0.002 0. 0.002
107 0.002 0. 0.002
108 0.002 0. 0.002
109 0.002 0. 0.002
110 0.002 0. 0.002
111 0.002 0. 0.002
112 0.002 0. 0.002
113 0.002 0. 0.002
114 0.002 0. 0.002
115 0.002 0. 0.002
116 0.002 0. 0.002
117 0.002 0. 0.002
118 0.002 0. 0.002
119 0.002 0. 0.002
120 0.007 0. 0.007
121 0.002 0. 0.002
122 0.002 0. 0.002
123 0.002 0. 0.002
124 0.002 0. 0.002
125 0.002 0. 0.002
126 0.003 0. 0.003
127 0.002 0. 0.002
128 0.003 0. 0.003
129 0.003 0. 0.003
130 0.003 0. 0.003
131 0.003 0. 0.003
132 0.002 0. 0.002
133 0.003 0. 0.003
134 0.003 0. 0.003
135 0.003 0. 0.003
136 0.002 0. 0.002
137 0.003 0. 0.003
138 0.003 0. 0.003
139 0.003 0. 0.003
140 0.002 0. 0.002
141 0.003 0. 0.003
142 0.003 0. 0.003
143 0.002 0. 0.002
144 0.003 0. 0.003
145 0.003 0. 0.003
146 0.007 0. 0.007
147 0.002 0. 0.002
148 0.003 0. 0.003
149 0.003 0. 0.003
150 0.003 0. 0.003
151 0.003 0. 0.003
152 0.003 0. 0.003
153 0.003 0. 0.003
154 0.003 0. 0.003
155 0.003 0. 0.003
156 0.003 0. 0.003
157 0.003 0. 0.003
158 0.004 0. 0.004
159 0.003 0. 0.003
160 0.003 0. 0.003
161 0.003 0. 0.003
162 0.003 0. 0.003
163 0.003 0. 0.003
164 0.003 0. 0.003
165 0.003 0. 0.003
166 0.003 0. 0.003
167 0.003 0. 0.003
168 0.003 0. 0.003
169 0.003 0. 0.003
170 0.003 0. 0.003
171 0.003 0. 0.003
172 0.003 0. 0.003
173 0.003 0. 0.003
174 0.003 0. 0.003
175 0.003 0. 0.003
176 0.003 0. 0.003
177 0.003 0. 0.003
178 0.003 0. 0.003
179 0.004 0. 0.004
180 0.003 0. 0.003
181 0.003 0. 0.003
182 0.003 0. 0.003
183 0.003 0. 0.003
184 0.003 0. 0.003
185 0.004 0. 0.004
186 0.004 0. 0.004
187 0.003 0. 0.003
188 0.003 0. 0.003
189 0.003 0. 0.003
190 0.004 0. 0.004
191 0.003 0. 0.003
192 0.003 0. 0.003
193 0.003 0. 0.003
194 0.004 0. 0.004
195 0.004 0. 0.004
196 0.003 0. 0.003
197 0.004 0. 0.004
198 0.004 0. 0.004
199 0.004 0. 0.004
200 0.003 0. 0.003
201 0.004 0. 0.004
202 0.004 0. 0.004
203 0.004 0. 0.004
204 0.004 0. 0.004
205 0.004 0. 0.004
206 0.004 0. 0.004
207 0.007 0. 0.007
208 0.004 0. 0.004
209 0.004 0. 0.004
210 0.004 0. 0.004
211 0.003 0. 0.003
212 0.004 0. 0.004
213 0.004 0. 0.004
214 0.004 0. 0.004
215 0.005 0. 0.005
216 0.004 0. 0.004
217 0.004 0. 0.004
218 0.004 0. 0.004
219 0.004 0. 0.004
220 0.004 0. 0.004
221 0.004 0. 0.004
222 0.004 0. 0.004
223 0.006 0. 0.006
224 0.004 0. 0.004
225 0.004 0. 0.004
226 0.004 0. 0.004
227 0.004 0. 0.004
228 0.004 0. 0.004
229 0.004 0. 0.004
230 0.004 0. 0.004
231 0.006 0. 0.006
232 0.006 0. 0.006
233 0.005 0. 0.005
234 0.004 0. 0.004
235 0.004 0. 0.004
236 0.005 0. 0.005
237 0.006 0. 0.006
238 0.005 0. 0.005
239 0.007 0. 0.007
240 0.004 0. 0.004
241 0.004 0. 0.004
242 0.005 0. 0.005
243 0.005 0. 0.005
244 0.004 0. 0.004
245 0.004 0. 0.004
246 0.006 0. 0.006
247 0.005 0. 0.005
248 0.005 0. 0.005
249 0.005 0. 0.005
250 0.004 0. 0.004
251 0.004 0. 0.004
252 0.005 0. 0.005
253 0.005 0. 0.005
254 0.007 0. 0.007
255 0.005 0. 0.005
256 0.005 0. 0.005
257 0.005 0. 0.005
258 0.005 0. 0.005
259 0.004 0. 0.004
260 0.005 0. 0.005
261 0.006 0. 0.006
262 0.005 0. 0.005
263 0.006 0. 0.006
264 0.006 0. 0.006
265 0.005 0. 0.005
266 0.005 0. 0.005
267 0.005 0. 0.005
268 0.005 0. 0.005
269 0.005 0. 0.005
270 0.005 0. 0.005
271 0.007 0. 0.007
272 0.006 0. 0.004
273 0.006 0. 0.008
274 0.006 0. 0.006
275 0.006 0. 0.006
276 0.005 0. 0.005
277 0.005 0. 0.005
278 0.005 0. 0.005
279 0.005 0. 0.005
280 0.005 0. 0.005
281 0.007 0. 0.007
282 0.005 0. 0.005
283 0.005 0. 0.005
284 0.007 0. 0.007
285 0.005 0. 0.005
286 0.006 0. 0.006
287 0.006 0. 0.006
288 0.005 0. 0.005
289 0.005 0. 0.005
290 0.005 0. 0.005
291 0.006 0. 0.006
292 0.005 0. 0.005
293 0.005 0. 0.005
294 0.005 0. 0.005
295 0.006 0. 0.006
296 0.006 0. 0.006
297 0.005 0. 0.005
298 0.005 0. 0.005
299 0.005 0. 0.005
300 0.006 0. 0.006
301 0.007 0. 0.007
302 0.005 0. 0.005
303 0.005 0. 0.005
304 0.006 0. 0.006
305 0.008 0. 0.008
306 0.009 0. 0.008
307 0.005 0. 0.005
308 0.006 0. 0.006
309 0.006 0. 0.006
310 0.006 0. 0.006
311 0.006 0. 0.006
312 0.006 0. 0.006
313 0.006 0. 0.006
314 0.006 0. 0.006
315 0.006 0. 0.006
316 0.006 0. 0.006
317 0.008 0. 0.008
318 0.007 0. 0.007
319 0.006 0. 0.006
320 0.006 0. 0.006
321 0.006 0. 0.006
322 0.007 0. 0.007
323 0.007 0. 0.007
324 0.006 0. 0.006
325 0.006 0. 0.006
326 0.006 0. 0.006
327 0.006 0. 0.006
328 0.007 0. 0.007
329 0.009 0. 0.009
330 0.006 0. 0.006
331 0.006 0. 0.006
332 0.006 0. 0.006
333 0.006 0. 0.006
334 0.007 0. 0.007
335 0.006 0. 0.006
336 0.006 0. 0.006
337 0.007 0. 0.007
338 0.007 0. 0.007
339 0.006 0. 0.006
340 0.009 0. 0.009
341 0.006 0. 0.006
342 0.009 0. 0.009
343 0.008 0. 0.008
344 0.007 0. 0.007
345 0.008 0. 0.008
346 0.006 0. 0.006
347 0.008 0. 0.008
348 0.008 0. 0.008
349 0.006 0. 0.006
350 0.009 0. 0.009
351 0.006 0. 0.006
352 0.006 0. 0.006
353 0.007 0. 0.007
354 0.006 0. 0.006
355 0.008 0. 0.008
356 0.006 0. 0.006
357 0.007 0. 0.007
358 0.007 0. 0.007
359 0.007 0. 0.007
360 0.007 0. 0.007
361 0.007 0. 0.007
362 0.007 0. 0.007
363 0.007 0. 0.007
364 0.009 0. 0.009
365 0.008 0. 0.008
366 0.008 0. 0.008
367 0.008 0. 0.008
368 0.007 0. 0.007
369 0.007 0. 0.007
370 0.009 0. 0.009
371 0.009 0. 0.009
372 0.007 0. 0.007
373 0.007 0. 0.007
374 0.008 0. 0.008
375 0.008 0. 0.008
376 0.007 0. 0.007
377 0.007 0. 0.007
378 0.007 0. 0.007
379 0.008 0. 0.008
380 0.008 0. 0.008
381 0.008 0. 0.008
382 0.008 0. 0.008
383 0.008 0. 0.008
384 0.008 0. 0.008
385 0.009 0. 0.009
386 0.008 0. 0.008
387 0.008 0. 0.008
388 0.007 0. 0.007
389 0.007 0. 0.007
390 0.01 0. 0.01
391 0.007 0. 0.007
392 0.007 0. 0.007
393 0.007 0. 0.007
394 0.007 0. 0.007
395 0.009 0. 0.009
396 0.008 0. 0.008
397 0.008 0. 0.008
398 0.007 0. 0.007
399 0.009 0. 0.009
400 0.008 0. 0.008
401 0.009 0. 0.009
402 0.008 0. 0.008
403 0.008 0. 0.008
404 0.009 0.002 0.006
405 0.008 0. 0.008
406 0.008 0. 0.008
407 0.008 0. 0.008
408 0.01 0. 0.01
409 0.008 0. 0.008
410 0.008 0. 0.008
411 0.007 0. 0.007
412 0.008 0. 0.008
413 0.009 0. 0.009
414 0.007 0. 0.007
415 0.009 0. 0.009
416 0.008 0. 0.008
417 0.009 0. 0.009
418 0.008 0. 0.009
419 0.008 0. 0.008
420 0.008 0. 0.008
421 0.008 0. 0.008
422 0.008 0. 0.008
423 0.009 0. 0.009
424 0.008 0. 0.008
425 0.008 0. 0.008
426 0.009 0. 0.009
427 0.008 0. 0.008
428 0.01 0. 0.01
429 0.009 0. 0.009
430 0.009 0. 0.009
431 0.008 0. 0.008
432 0.009 0. 0.009
433 0.008 0. 0.008
434 0.008 0. 0.008
435 0.009 0. 0.009
436 0.008 0. 0.008
437 0.009 0. 0.009
438 0.008 0. 0.008
439 0.009 0. 0.009
440 0.008 0. 0.008
441 0.009 0. 0.009
442 0.009 0. 0.009
443 0.01 0. 0.01
444 0.008 0. 0.008
445 0.009 0. 0.009
446 0.009 0. 0.009
447 0.01 0. 0.01
448 0.009 0. 0.009
449 0.008 0. 0.008
450 0.008 0. 0.008
451 0.01 0. 0.01
452 0.008 0. 0.008
453 0.009 0. 0.009
454 0.009 0. 0.009
455 0.01 0. 0.01
456 0.009 0. 0.009
457 0.009 0. 0.009
458 0.009 0. 0.009
459 0.01 0. 0.01
460 0.009 0. 0.009
461 0.008 0. 0.008
462 0.009 0. 0.009
463 0.012 0. 0.012
464 0.01 0. 0.01
465 0.009 0. 0.009
466 0.01 0. 0.01
467 0.012 0. 0.012
468 0.009 0. 0.009
469 0.009 0. 0.009
470 0.009 0. 0.009
471 0.01 0. 0.01
472 0.01 0. 0.01
473 0.009 0. 0.009
474 0.009 0. 0.009
475 0.011 0. 0.011
476 0.009 0. 0.009
477 0.01 0. 0.01
478 0.01 0. 0.01
479 0.01 0. 0.01
480 0.009 0. 0.009
481 0.009 0. 0.009
482 0.01 0. 0.01
483 0.01 0. 0.01
484 0.009 0. 0.009
485 0.01 0. 0.01
486 0.009 0. 0.009
487 0.01 0. 0.01
488 0.008 0. 0.008
489 0.01 0. 0.01
490 0.011 0. 0.011
491 0.009 0. 0.009
492 0.009 0. 0.009
493 0.009 0. 0.009
494 0.011 0. 0.011
495 0.013 0. 0.013
496 0.012 0. 0.012
497 0.012 0.003 0.008
498 0.014 0. 0.013
499 0.011 0. 0.011
500 0.01 0. 0.01
