param-n pattern-regression-linear-real pattern-regression-linear-sys pattern-regression-linear-user
86 0.002 0. 0.002
87 0.002 0. 0.002
88 0.002 0. 0.002
89 0.002 0. 0.002
90 0.002 0. 0.002
91 0.002 0. 0.002
92 0.002 0. 0.002
93 0.002 0. 0.002
94 0.002 0. 0.002
95 0.002 0. 0.002
96 0.002 0. 0.002
97 0.01 0. 0.009
98 0.003 0. 0.002
99 0.002 0. 0.002
100 0.002 0. 0.002
101 0.002 0. 0.002
102 0.002 0. 0.002
103 0.002 0. 0.002
104 0.002 0. 0.002
105 0.002 0. 0.002
106 0.002 0. 0.002
107 0.002 0. 0.002
108 0.002 0. 0.002
109 0.008 0. 0.008
110 0.002 0. 0.002
111 0.002 0. 0.002
112 0.002 0. 0.002
113 0.002 0. 0.002
114 0.002 0. 0.002
115 0.002 0. 0.002
116 0.002 0. 0.002
117 0.002 0. 0.002
118 0.002 0. 0.002
119 0.002 0. 0.002
120 0.002 0. 0.002
121 0.003 0. 0.003
122 0.002 0. 0.002
123 0.003 0. 0.003
124 0.002 0. 0.002
125 0.002 0. 0.002
126 0.002 0. 0.002
127 0.002 0. 0.002
128 0.002 0. 0.002
129 0.003 0. 0.003
130 0.002 0. 0.002
131 0.002 0. 0.002
132 0.003 0. 0.003
133 0.003 0. 0.003
134 0.003 0. 0.003
135 0.003 0. 0.003
136 0.006 0. 0.006
137 0.003 0. 0.003
138 0.003 0. 0.003
139 0.003 0. 0.003
140 0.003 0. 0.003
141 0.003 0. 0.003
142 0.003 0. 0.003
143 0.003 0. 0.003
144 0.003 0. 0.003
145 0.003 0. 0.003
146 0.003 0. 0.003
147 0.003 0. 0.003
148 0.003 0. 0.003
149 0.003 0. 0.003
150 0.003 0. 0.003
151 0.003 0. 0.003
152 0.003 0. 0.003
153 0.003 0. 0.003
154 0.003 0. 0.003
155 0.003 0. 0.003
156 0.003 0. 0.003
157 0.003 0. 0.003
158 0.007 0. 0.007
159 0.003 0. 0.003
160 0.003 0. 0.003
161 0.004 0. 0.004
162 0.003 0. 0.003
163 0.004 0. 0.004
164 0.003 0.002 0.001
165 0.003 0. 0.003
166 0.003 0. 0.003
167 0.003 0. 0.003
168 0.003 0. 0.003
169 0.005 0. 0.005
170 0.003 0. 0.003
171 0.003 0. 0.003
172 0.004 0. 0.004
173 0.003 0. 0.003
174 0.003 0. 0.003
175 0.004 0. 0.004
176 0.004 0. 0.004
177 0.004 0. 0.002
178 0.006 0. 0.008
179 0.004 0. 0.004
180 0.004 0. 0.004
181 0.004 0. 0.004
182 0.004 0. 0.004
183 0.004 0. 0.004
184 0.004 0. 0.004
185 0.004 0. 0.004
186 0.004 0. 0.004
187 0.004 0. 0.004
188 0.004 0. 0.004
189 0.004 0. 0.004
190 0.004 0. 0.004
191 0.004 0. 0.004
192 0.004 0. 0.004
193 0.004 0. 0.004
194 0.004 0. 0.004
195 0.004 0. 0.004
196 0.005 0. 0.005
197 0.004 0. 0.004
198 0.004 0. 0.004
199 0.004 0. 0.004
200 0.004 0. 0.004
201 0.004 0. 0.004
202 0.004 0. 0.004
203 0.004 0. 0.004
204 0.004 0. 0.004
205 0.005 0. 0.005
206 0.004 0. 0.004
207 0.004 0. 0.004
208 0.004 0. 0.004
209 0.004 0. 0.004
210 0.004 0. 0.004
211 0.004 0. 0.004
212 0.004 0. 0.004
213 0.006 0. 0.006
214 0.004 0. 0.004
215 0.004 0. 0.004
216 0.004 0. 0.004
217 0.004 0. 0.004
218 0.004 0. 0.004
219 0.005 0. 0.005
220 0.004 0. 0.004
221 0.006 0. 0.006
222 0.005 0. 0.005
223 0.005 0. 0.005
224 0.005 0. 0.005
225 0.005 0. 0.005
226 0.005 0. 0.005
227 0.005 0. 0.005
228 0.006 0. 0.006
229 0.005 0. 0.005
230 0.005 0. 0.005
231 0.005 0. 0.005
232 0.005 0. 0.005
233 0.005 0. 0.005
234 0.005 0. 0.005
235 0.005 0. 0.005
236 0.005 0. 0.005
237 0.005 0. 0.005
238 0.005 0. 0.005
239 0.005 0. 0.005
240 0.006 0. 0.006
241 0.005 0. 0.005
242 0.005 0. 0.005
243 0.008 0. 0.008
244 0.005 0. 0.005
245 0.005 0. 0.005
246 0.006 0. 0.006
247 0.005 0. 0.005
248 0.005 0. 0.005
249 0.005 0. 0.005
250 0.006 0. 0.006
251 0.005 0. 0.005
252 0.005 0. 0.005
253 0.005 0. 0.005
254 0.005 0. 0.005
255 0.005 0. 0.005
256 0.008 0. 0.008
257 0.006 0. 0.006
258 0.006 0. 0.005
259 0.006 0. 0.006
260 0.005 0. 0.005
261 0.006 0.002 0.003
262 0.006 0. 0.006
263 0.007 0. 0.007
264 0.006 0. 0.006
265 0.008 0. 0.008
266 0.006 0. 0.006
267 0.006 0. 0.006
268 0.006 0. 0.006
269 0.007 0. 0.007
270 0.006 0. 0.006
271 0.006 0. 0.006
272 0.006 0. 0.006
273 0.006 0. 0.006
274 0.006 0. 0.006
275 0.006 0. 0.006
276 0.007 0. 0.007
277 0.007 0. 0.007
278 0.006 0. 0.006
279 0.006 0. 0.006
280 0.006 0. 0.006
281 0.01 0. 0.01
282 0.008 0.002 0.006
283 0.007 0. 0.007
284 0.008 0. 0.008
285 0.006 0. 0.006
286 0.007 0. 0.007
287 0.006 0. 0.006
288 0.008 0.003 0.004
289 0.006 0. 0.006
290 0.006 0. 0.006
291 0.006 0. 0.006
292 0.006 0. 0.006
293 0.006 0. 0.006
294 0.008 0. 0.008
295 0.006 0. 0.006
296 0.006 0. 0.006
297 0.006 0. 0.006
298 0.006 0. 0.006
299 0.006 0. 0.006
300 0.007 0. 0.007
301 0.006 0. 0.006
302 0.006 0. 0.006
303 0.006 0. 0.006
304 0.006 0. 0.006
305 0.008 0. 0.008
306 0.006 0. 0.006
307 0.006 0. 0.006
308 0.007 0. 0.007
309 0.006 0. 0.006
310 0.007 0. 0.007
311 0.007 0. 0.007
312 0.006 0. 0.006
313 0.007 0. 0.007
314 0.009 0. 0.009
315 0.009 0. 0.009
316 0.007 0. 0.007
317 0.007 0. 0.007
318 0.009 0. 0.009
319 0.007 0. 0.007
320 0.007 0. 0.007
321 0.007 0. 0.007
322 0.008 0. 0.008
323 0.007 0. 0.007
324 0.008 0. 0.008
325 0.007 0. 0.007
326 0.007 0. 0.007
327 0.009 0. 0.009
328 0.007 0. 0.007
329 0.007 0. 0.007
330 0.007 0. 0.007
331 0.007 0. 0.007
332 0.007 0. 0.007
333 0.008 0. 0.007
334 0.009 0. 0.009
335 0.007 0. 0.007
336 0.007 0. 0.007
337 0.007 0. 0.007
338 0.011 0. 0.011
339 0.009 0. 0.009
340 0.007 0. 0.007
341 0.007 0. 0.007
342 0.007 0. 0.007
343 0.009 0. 0.009
344 0.008 0. 0.008
345 0.008 0. 0.008
346 0.007 0. 0.007
347 0.007 0. 0.007
348 0.01 0. 0.01
349 0.008 0. 0.008
350 0.007 0. 0.007
351 0.008 0. 0.008
352 0.008 0. 0.008
353 0.009 0. 0.009
354 0.008 0. 0.008
355 0.008 0. 0.008
356 0.008 0. 0.008
357 0.008 0. 0.008
358 0.01 0. 0.01
359 0.009 0. 0.009
360 0.008 0. 0.008
361 0.008 0. 0.008
362 0.009 0. 0.009
363 0.009 0. 0.009
364 0.009 0. 0.009
365 0.008 0. 0.008
366 0.008 0. 0.008
367 0.01 0. 0.01
368 0.009 0. 0.009
369 0.008 0. 0.008
370 0.008 0. 0.008
371 0.008 0. 0.008
372 0.011 0. 0.011
373 0.008 0. 0.008
374 0.008 0. 0.008
375 0.008 0. 0.008
376 0.008 0. 0.008
377 0.008 0. 0.008
378 0.008 0. 0.008
379 0.008 0. 0.008
380 0.009 0. 0.009
381 0.01 0. 0.01
382 0.008 0. 0.008
383 0.008 0. 0.008
384 0.013 0. 0.013
385 0.009 0. 0.007
386 0.011 0. 0.014
387 0.008 0. 0.008
388 0.008 0. 0.008
389 0.008 0. 0.008
390 0.011 0. 0.011
391 0.009 0. 0.009
392 0.01 0. 0.01
393 0.009 0. 0.009
394 0.009 0. 0.009
395 0.019 0. 0.019
396 0.009 0. 0.009
397 0.008 0. 0.008
398 0.009 0. 0.009
399 0.011 0. 0.011
400 0.009 0. 0.009
401 0.008 0. 0.008
402 0.01 0. 0.01
403 0.012 0. 0.012
404 0.009 0. 0.009
405 0.009 0. 0.009
406 0.009 0. 0.011
407 0.009 0. 0.009
408 0.01 0. 0.01
409 0.009 0. 0.009
410 0.009 0. 0.009
411 0.009 0. 0.009
412 0.012 0. 0.012
413 0.01 0. 0.01
414 0.01 0. 0.01
415 0.01 0. 0.01
416 0.011 0. 0.01
417 0.009 0. 0.009
418 0.009 0. 0.009
419 0.01 0. 0.01
420 0.011 0. 0.011
421 0.01 0. 0.01
422 0.009 0. 0.009
423 0.009 0. 0.009
424 0.014 0. 0.014
425 0.011 0. 0.011
426 0.01 0. 0.01
427 0.009 0. 0.009
428 0.012 0. 0.012
429 0.011 0. 0.011
430 0.012 0. 0.012
431 0.009 0. 0.009
432 0.01 0. 0.01
433 0.01 0. 0.01
434 0.009 0. 0.009
435 0.01 0. 0.01
436 0.01 0. 0.01
437 0.011 0. 0.011
438 0.01 0. 0.01
439 0.01 0. 0.01
440 0.012 0. 0.012
441 0.011 0. 0.011
442 0.013 0. 0.013
443 0.018 0. 0.017
444 0.01 0. 0.01
445 0.01 0. 0.01
446 0.01 0. 0.01
447 0.011 0. 0.011
448 0.012 0. 0.012
449 0.012 0. 0.012
450 0.01 0. 0.01
451 0.01 0. 0.01
452 0.012 0. 0.012
453 0.012 0. 0.012
454 0.01 0. 0.01
455 0.01 0. 0.01
456 0.013 0. 0.013
457 0.011 0. 0.011
458 0.012 0. 0.012
459 0.011 0. 0.011
460 0.012 0. 0.012
461 0.01 0. 0.01
462 0.014 0. 0.014
463 0.011 0. 0.011
464 0.013 0. 0.013
465 0.01 0. 0.01
466 0.01 0. 0.01
467 0.011 0. 0.011
468 0.011 0. 0.011
469 0.011 0. 0.011
470 0.012 0. 0.012
471 0.013 0. 0.013
472 0.01 0. 0.01
473 0.011 0. 0.011
474 0.01 0. 0.01
475 0.012 0. 0.012
476 0.013 0. 0.013
477 0.011 0. 0.011
478 0.016 0. 0.009
479 0.011 0. 0.011
480 0.014 0. 0.014
481 0.011 0. 0.011
482 0.012 0.003 0.008
483 0.011 0. 0.011
484 0.01 0. 0.01
485 0.01 0. 0.01
486 0.012 0. 0.012
487 0.011 0. 0.011
488 0.01 0. 0.01
489 0.01 0. 0.01
490 0.011 0. 0.011
491 0.011 0. 0.011
492 0.011 0. 0.011
493 0.012 0.003 0.009
494 0.01 0. 0.01
495 0.011 0. 0.011
496 0.011 0. 0.011
497 0.014 0. 0.014
498 0.011 0. 0.011
499 0.011 0. 0.011
500 0.012 0. 0.012
