param-n abstract-regression-quadratic-real abstract-regression-quadratic-sys abstract-regression-quadratic-user build-I-regression-linear-real build-I-regression-linear-sys build-I-regression-linear-user build-admit-cast-regression-linear-real build-admit-cast-regression-linear-sys build-admit-cast-regression-linear-user build-admit-regression-linear-real build-admit-regression-linear-sys build-admit-regression-linear-user build-eval-thunk-regression-linear-real build-eval-thunk-regression-linear-sys build-eval-thunk-regression-linear-user build-pf-cast-regression-linear-real build-pf-cast-regression-linear-sys build-pf-cast-regression-linear-user build-thunk-regression-linear-real build-thunk-regression-linear-sys build-thunk-regression-linear-user check-I-regression-linear-real check-I-regression-linear-sys check-I-regression-linear-user check-admit-cast-regression-quadratic-real check-admit-cast-regression-quadratic-sys check-admit-cast-regression-quadratic-user check-admit-regression-quadratic-real check-admit-regression-quadratic-sys check-admit-regression-quadratic-user check-pf-cast-regression-quadratic-real check-pf-cast-regression-quadratic-sys check-pf-cast-regression-quadratic-user close-abstract-regression-quadratic-real close-abstract-regression-quadratic-sys close-abstract-regression-quadratic-user eval-thunk-regression-linear-real eval-thunk-regression-linear-sys eval-thunk-regression-linear-user fast-rewrite-regression-quadratic-real fast-rewrite-regression-quadratic-sys fast-rewrite-regression-quadratic-user refine-regression-quadratic-regression-linear-real refine-regression-quadratic-regression-linear-sys refine-regression-quadratic-regression-linear-user type-I-regression-linear-real type-I-regression-linear-sys type-I-regression-linear-user type-admit-cast-regression-quadratic-real type-admit-cast-regression-quadratic-sys type-admit-cast-regression-quadratic-user type-admit-regression-quadratic-real type-admit-regression-quadratic-sys type-admit-regression-quadratic-user type-pf-cast-regression-quadratic-real type-pf-cast-regression-quadratic-sys type-pf-cast-regression-quadratic-user
65 0.044 0. 0.044 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.003 0. 0.003 0.007 0. 0.007 0. 0. 0. 0.035 0. 0.035 0.003 0. 0.003 0.001 0. 0.001 0.004 0. 0.004 0.002 0. 0.002 0.002 0. 0.002
66 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.011 0. 0.011 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.032 0. 0.032 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
67 0.036 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.004 0. 0.004 0.002 0. 0.001 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.03 0. 0.03 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002
68 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.029 0. 0.029 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
69 0.042 0. 0.042 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.011 0. 0.011 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.036 0. 0.036 0.002 0. 0.002 0.001 0. 0.001 0.004 0. 0.004 0.002 0. 0.002 0.002 0. 0.002
70 0.04 0. 0.04 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.033 0. 0.033 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
71 0.042 0. 0.042 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0. 0.002 0. 0.002 0.002 0. 0. 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.035 0. 0.035 0.002 0. 0.002 0.001 0. 0. 0.004 0. 0.004 0.002 0. 0.007 0.002 0. 0.002
72 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.031 0. 0.031 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
73 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.004 0. 0.004 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.031 0. 0.031 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
74 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.031 0. 0.031 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
75 0.045 0. 0.045 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.004 0. 0.004 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.038 0. 0.038 0.003 0. 0.003 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
76 0.04 0. 0.04 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.033 0. 0.033 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
77 0.04 0. 0.04 0.001 0. 0.001 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.033 0. 0.033 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
78 0.042 0.003 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.035 0.002 0.032 0.002 0.002 0. 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
79 0.044 0. 0.043 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.011 0. 0.011 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.036 0. 0.036 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
80 0.042 0. 0.042 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.007 0. 0.007 0. 0. 0. 0.034 0. 0.034 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
81 0.046 0. 0.046 0. 0. 0. 0. 0. 0. 0.001 0. 0.001 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.004 0. 0.004 0.007 0. 0.007 0. 0. 0. 0.038 0. 0.038 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
82 0.044 0. 0.044 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.007 0. 0.007 0. 0. 0. 0.036 0. 0.036 0.003 0. 0.003 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
83 0.042 0. 0.042 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.007 0. 0.007 0. 0. 0. 0.034 0. 0.034 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
84 0.044 0. 0.044 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.011 0. 0.011 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.007 0. 0.007 0. 0. 0. 0.036 0. 0.036 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
85 0.045 0. 0.045 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.008 0. 0.008 0. 0. 0. 0.035 0. 0.035 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
86 0.046 0. 0.046 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.003 0. 0.003 0.007 0. 0.007 0. 0. 0. 0.038 0. 0.038 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003
87 0.063 0.003 0.059 0. 0. 0. 0.003 0.003 0. 0.001 0. 0.001 0.01 0. 0.01 0.002 0. 0.002 0.009 0. 0.009 0.002 0. 0.002 0.005 0. 0.004 0.005 0. 0.005 0.003 0. 0.003 0.007 0. 0.007 0. 0. 0. 0.054 0.003 0.05 0.003 0. 0.006 0.002 0. 0.002 0.006 0. 0.006 0.004 0. 0.004 0.002 0. 0.
88 0.046 0. 0.046 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003 0.007 0. 0.007 0. 0. 0. 0.037 0. 0.037 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003
89 0.051 0. 0.051 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.012 0. 0.012 0. 0. 0. 0.012 0. 0.012 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.007 0. 0.007 0. 0. 0. 0.042 0. 0.042 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
90 0.049 0. 0.049 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.01 0. 0.01 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.004 0. 0.004 0.007 0. 0.007 0. 0. 0. 0.041 0. 0.041 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002
91 0.05 0. 0.05 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.01 0. 0.01 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.008 0. 0.008 0. 0. 0. 0.041 0. 0.041 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
92 0.052 0. 0.052 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.012 0. 0.012 0. 0. 0. 0.012 0. 0.012 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.008 0. 0.008 0. 0. 0. 0.043 0. 0.043 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
93 0.052 0. 0.052 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.01 0. 0.01 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.005 0. 0.005 0.008 0. 0.008 0. 0. 0. 0.042 0. 0.042 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
94 0.05 0. 0.05 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.01 0. 0.01 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.008 0. 0.008 0. 0. 0. 0.041 0. 0.041 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
95 0.053 0. 0.053 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.012 0. 0.012 0. 0. 0. 0.012 0. 0.012 0.002 0. 0.002 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.008 0. 0.008 0. 0. 0. 0.043 0. 0.043 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
96 0.055 0. 0.055 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.012 0. 0.011 0. 0. 0. 0.012 0. 0.011 0.002 0. 0.004 0.004 0. 0.004 0.003 0. 0.003 0.005 0. 0.005 0.008 0. 0.008 0. 0. 0. 0.046 0. 0.046 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
97 0.054 0. 0.054 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.01 0. 0.01 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.01 0. 0.01 0. 0. 0. 0.042 0. 0.042 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
98 0.06 0. 0.06 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.013 0. 0.013 0. 0. 0. 0.013 0. 0.013 0.001 0. 0.001 0.004 0. 0.004 0.003 0. 0.003 0.004 0. 0.004 0.009 0. 0.009 0. 0. 0. 0.048 0. 0.048 0.004 0. 0.004 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.004 0. 0.004
99 0.059 0. 0.059 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.011 0. 0.011 0.002 0. 0.002 0.005 0. 0.005 0.003 0. 0.003 0.004 0. 0.004 0.009 0. 0.009 0. 0. 0. 0.048 0. 0.048 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003 0.004 0. 0.004 0.003 0. 0.003
100 0.136 0.006 0.125 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.089 0.006 0.083 0. 0. 0. 0.089 0.006 0.082 0.002 0. 0.002 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.013 0. 0.009 0. 0. 0. 0.122 0.006 0.115 0.003 0. 0.003 0.002 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
110 0.071 0. 0.071 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.013 0. 0.013 0. 0. 0. 0.013 0. 0.013 0.002 0. 0.002 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004 0.016 0. 0.016 0. 0. 0. 0.053 0. 0.053 0.004 0. 0.004 0.002 0. 0.002 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004
120 0.101 0.005 0.095 0.001 0. 0.001 0.001 0.001 0. 0.001 0. 0.001 0.019 0. 0.019 0. 0. 0. 0.019 0. 0.019 0.005 0. 0.005 0.008 0.001 0.006 0.006 0. 0.006 0.005 0. 0.005 0.015 0. 0.015 0. 0. 0. 0.082 0.004 0.078 0.005 0. 0.005 0.004 0. 0.004 0.007 0. 0.007 0.007 0. 0.006 0.005 0. 0.005
130 0.089 0. 0.089 0. 0. 0. 0.001 0. 0.001 0.001 0. 0.001 0.017 0. 0.017 0.001 0. 0.001 0.017 0. 0.017 0.003 0. 0.003 0.006 0. 0.006 0.005 0. 0.005 0.006 0. 0.006 0.018 0. 0.018 0. 0. 0. 0.069 0. 0.069 0.006 0. 0.006 0.002 0. 0.002 0.006 0. 0.006 0.005 0. 0.005 0.005 0. 0.005
140 0.113 0. 0.113 0.001 0. 0.001 0. 0. 0. 0.001 0. 0.001 0.029 0. 0.029 0.001 0. 0.001 0.029 0. 0.029 0.006 0. 0.006 0.006 0. 0.006 0.005 0. 0.005 0.007 0. 0.007 0.017 0. 0.017 0. 0. 0. 0.095 0. 0.095 0.007 0. 0.007 0.005 0. 0.005 0.007 0. 0.007 0.006 0. 0.006 0.006 0. 0.006
150 0.123 0. 0.122 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.024 0. 0.024 0.001 0. 0.001 0.024 0. 0.024 0.008 0. 0.008 0.007 0. 0.007 0.012 0. 0.012 0.008 0. 0.008 0.016 0. 0.016 0. 0. 0. 0.106 0. 0.106 0.006 0. 0.006 0.004 0. 0.004 0.012 0. 0.012 0.008 0. 0.008 0.006 0. 0.006
160 0.134 0.003 0.13 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.028 0.003 0.024 0.001 0. 0.001 0.028 0.003 0.024 0.006 0. 0.006 0.009 0. 0.009 0.012 0. 0.012 0.008 0. 0.008 0.021 0. 0.021 0. 0. 0. 0.111 0.003 0.107 0.008 0. 0.008 0.005 0. 0.005 0.007 0. 0.007 0.01 0. 0.01 0.008 0. 0.008
170 0.116 0. 0.116 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.02 0. 0.02 0.001 0. 0.001 0.02 0. 0.02 0.003 0. 0.003 0.008 0. 0.008 0.008 0. 0.008 0.007 0. 0.007 0.019 0. 0.019 0. 0. 0. 0.095 0. 0.095 0.008 0. 0.008 0.003 0. 0.003 0.008 0. 0.008 0.009 0. 0.009 0.01 0. 0.01
180 0.123 0. 0.123 0.001 0. 0.001 0.004 0. 0.004 0.001 0. 0.001 0.021 0. 0.021 0.001 0. 0.001 0.02 0. 0.02 0.003 0. 0.003 0.008 0. 0.008 0.007 0. 0.007 0.008 0. 0.008 0.025 0. 0.025 0. 0. 0. 0.097 0. 0.096 0.008 0. 0.008 0.003 0. 0.003 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008
190 0.128 0.003 0.124 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.025 0.003 0.022 0.001 0. 0.001 0.025 0.003 0.021 0.003 0. 0.003 0.009 0. 0.009 0.009 0. 0.009 0.009 0. 0.009 0.022 0. 0.022 0. 0. 0. 0.104 0.003 0.1 0.009 0. 0.009 0.003 0. 0.003 0.01 0. 0.01 0.009 0. 0.009 0.009 0. 0.009
200 0.144 0.003 0.141 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.027 0. 0.027 0.001 0. 0.001 0.027 0. 0.027 0.004 0. 0.004 0.011 0. 0.011 0.009 0. 0.009 0.01 0. 0.01 0.027 0.003 0.024 0. 0. 0. 0.117 0. 0.117 0.01 0. 0.01 0.004 0. 0.004 0.011 0. 0.011 0.01 0. 0.01 0.01 0. 0.01
210 0.182 0. 0.182 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.027 0. 0.027 0.003 0. 0.003 0.026 0. 0.026 0.005 0. 0.005 0.014 0. 0.014 0.012 0. 0.012 0.011 0. 0.011 0.038 0. 0.038 0. 0. 0. 0.139 0. 0.139 0.011 0. 0.011 0.005 0. 0.005 0.016 0. 0.016 0.012 0. 0.012 0.011 0. 0.011
220 0.172 0.003 0.168 0.006 0. 0.006 0.001 0. 0.001 0.001 0. 0.001 0.027 0. 0.027 0.001 0. 0.001 0.027 0. 0.027 0.005 0. 0.005 0.012 0. 0.012 0.011 0. 0.011 0.012 0. 0.012 0.037 0.003 0.034 0. 0. 0. 0.133 0. 0.133 0.012 0. 0.012 0.004 0. 0.004 0.012 0. 0.012 0.011 0. 0.011 0.011 0. 0.011
230 0.178 0. 0.178 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.029 0. 0.029 0.001 0. 0.001 0.028 0. 0.028 0.005 0. 0.005 0.013 0. 0.013 0.013 0. 0.013 0.013 0. 0.013 0.033 0. 0.033 0. 0. 0. 0.143 0. 0.143 0.013 0. 0.013 0.005 0. 0.005 0.012 0. 0.012 0.014 0. 0.014 0.013 0. 0.013
240 0.179 0. 0.179 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.029 0. 0.029 0.001 0. 0.001 0.029 0. 0.029 0.004 0. 0.004 0.013 0. 0.013 0.012 0. 0.012 0.016 0. 0.016 0.035 0. 0.035 0. 0. 0. 0.143 0. 0.143 0.013 0. 0.013 0.004 0. 0.004 0.013 0. 0.013 0.012 0. 0.012 0.013 0. 0.013
250 0.213 0.004 0.209 0.001 0. 0.001 0.002 0. 0.001 0.002 0. 0.002 0.029 0. 0.029 0.002 0. 0.002 0.029 0. 0.028 0.011 0. 0.011 0.015 0. 0.015 0.019 0. 0.019 0.015 0. 0.015 0.039 0. 0.039 0. 0. 0. 0.173 0.004 0.169 0.016 0. 0.016 0.006 0. 0.006 0.016 0. 0.016 0.017 0.003 0.013 0.016 0. 0.016
260 0.219 0. 0.219 0.001 0. 0.001 0.001 0. 0.001 0.002 0. 0.002 0.032 0. 0.032 0.001 0. 0.001 0.032 0. 0.032 0.005 0. 0.005 0.018 0. 0.018 0.014 0. 0.014 0.016 0. 0.016 0.044 0. 0.044 0. 0. 0. 0.173 0. 0.173 0.016 0. 0.016 0.005 0. 0.005 0.02 0. 0.02 0.014 0. 0.014 0.02 0. 0.02
270 0.23 0. 0.23 0.001 0. 0. 0.001 0. 0.001 0.001 0. 0.001 0.048 0. 0.048 0.001 0. 0.001 0.048 0. 0.048 0.005 0. 0.007 0.016 0. 0.016 0.015 0. 0.015 0.016 0. 0.016 0.041 0. 0.041 0. 0. 0. 0.186 0. 0.186 0.015 0. 0.015 0.005 0. 0.005 0.015 0. 0.015 0.016 0. 0.016 0.022 0. 0.022
280 0.227 0. 0.227 0.001 0. 0.001 0.001 0. 0.001 0.002 0. 0.002 0.035 0. 0.035 0.001 0. 0.001 0.035 0. 0.035 0.005 0. 0.005 0.017 0. 0.017 0.017 0. 0.017 0.017 0. 0.017 0.044 0. 0.044 0. 0. 0. 0.181 0. 0.181 0.017 0. 0.017 0.005 0. 0.005 0.017 0. 0.017 0.016 0. 0.016 0.023 0. 0.023
290 0.258 0. 0.258 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.041 0. 0.041 0.008 0. 0.008 0.041 0. 0.041 0.006 0. 0.006 0.019 0. 0.019 0.017 0. 0.017 0.018 0. 0.018 0.052 0. 0.052 0. 0. 0. 0.204 0. 0.204 0.019 0. 0.019 0.005 0. 0.005 0.019 0. 0.019 0.019 0. 0.019 0.019 0. 0.019
300 0.294 0. 0.294 0.004 0. 0.004 0.002 0. 0.002 0.002 0. 0.002 0.037 0. 0.037 0.002 0. 0.002 0.036 0. 0.036 0.006 0. 0.006 0.022 0. 0.022 0.026 0. 0.026 0.032 0. 0.032 0.053 0. 0.053 0. 0. 0. 0.24 0. 0.24 0.021 0. 0.021 0.007 0. 0.007 0.023 0. 0.023 0.024 0. 0.024 0.023 0. 0.023
310 0.318 0. 0.317 0.005 0. 0.005 0.002 0. 0.002 0.002 0. 0.002 0.047 0. 0.047 0.002 0. 0.002 0.047 0. 0.047 0.009 0. 0.009 0.029 0. 0.029 0.021 0. 0.021 0.023 0. 0.023 0.069 0. 0.069 0. 0. 0. 0.247 0. 0.247 0.024 0. 0.024 0.006 0. 0.006 0.022 0. 0.022 0.021 0. 0.021 0.025 0. 0.025
320 0.29 0. 0.29 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.037 0. 0.037 0.002 0. 0.002 0.037 0. 0.037 0.007 0. 0.007 0.024 0. 0.024 0.023 0. 0.023 0.021 0. 0.021 0.056 0. 0.056 0. 0. 0. 0.232 0. 0.232 0.028 0. 0.028 0.011 0. 0.011 0.021 0. 0.021 0.022 0. 0.022 0.023 0. 0.023
330 0.303 0. 0.303 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.048 0. 0.048 0.002 0. 0.002 0.047 0. 0.047 0.006 0. 0.006 0.024 0. 0.024 0.023 0. 0.023 0.024 0. 0.024 0.057 0. 0.057 0. 0. 0. 0.244 0. 0.244 0.023 0. 0.023 0.006 0. 0.006 0.029 0. 0.029 0.024 0. 0.024 0.024 0. 0.024
340 0.34 0. 0.34 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.053 0. 0.053 0.002 0. 0.002 0.052 0. 0.052 0.01 0. 0.01 0.024 0. 0.024 0.024 0. 0.024 0.025 0. 0.025 0.064 0. 0.064 0. 0. 0. 0.274 0. 0.274 0.035 0. 0.035 0.014 0. 0.014 0.024 0. 0.024 0.024 0. 0.024 0.025 0. 0.025
350 0.407 0. 0.404 0.008 0. 0.008 0.003 0. 0.003 0.002 0. 0.002 0.051 0. 0.051 0.003 0. 0.002 0.051 0. 0.051 0.007 0. 0.007 0.038 0. 0.038 0.034 0. 0.034 0.042 0. 0.04 0.071 0. 0.071 0. 0. 0. 0.336 0. 0.333 0.03 0. 0.031 0.009 0. 0.009 0.036 0. 0.036 0.027 0. 0.027 0.038 0. 0.036
360 0.356 0. 0.356 0.002 0. 0.002 0.009 0. 0.009 0.002 0. 0.002 0.048 0. 0.048 0.002 0. 0.002 0.048 0. 0.048 0.007 0. 0.007 0.028 0. 0.028 0.028 0. 0.028 0.028 0. 0.028 0.071 0. 0.071 0. 0. 0. 0.283 0. 0.283 0.03 0. 0.03 0.007 0. 0.007 0.027 0. 0.027 0.028 0. 0.028 0.029 0. 0.029
370 0.38 0. 0.38 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.046 0. 0.046 0.002 0. 0.002 0.045 0. 0.045 0.007 0. 0.007 0.029 0. 0.029 0.028 0. 0.028 0.029 0. 0.029 0.09 0. 0.09 0. 0. 0. 0.288 0. 0.288 0.032 0. 0.032 0.007 0. 0.007 0.037 0. 0.037 0.028 0. 0.028 0.029 0. 0.029
380 0.413 0.003 0.409 0.012 0.003 0.008 0.003 0. 0.003 0.002 0. 0.002 0.058 0. 0.058 0.006 0. 0.005 0.057 0. 0.057 0.007 0. 0.007 0.036 0. 0.036 0.032 0. 0.032 0.031 0. 0.032 0.077 0. 0.077 0. 0. 0. 0.334 0.003 0.33 0.031 0. 0.031 0.007 0. 0.007 0.036 0. 0.036 0.034 0. 0.034 0.033 0. 0.033
